Gene stable ID	Gene stable ID version	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	Gene % GC content	Gene type
ENSMUSG00002075220	ENSMUSG00002075220.1	predicted gene, 56394 [Source:MGI Symbol;Acc:MGI:6849246]	2	166496947	166497062	Gm56394	44.83	rRNA
ENSMUSG00000112245	ENSMUSG00000112245.3	predicted gene 8689 [Source:MGI Symbol;Acc:MGI:3646823]	10	100133577	100134514	Gm8689	51.81	unprocessed_pseudogene
ENSMUSG00002075029	ENSMUSG00002075029.1	predicted gene, 56395 [Source:MGI Symbol;Acc:MGI:6849248]	2	166523994	166524340	Gm56395	50.72	misc_RNA
ENSMUSG00000112069	ENSMUSG00000112069.3	predicted gene 9476 [Source:MGI Symbol;Acc:MGI:3779885]	10	100138736	100143056	Gm9476	57.19	unprocessed_pseudogene
ENSMUSG00002076611	ENSMUSG00002076611.1	predicted gene, 56396 [Source:MGI Symbol;Acc:MGI:6849250]	2	166610665	166610767	Gm56396	49.51	snRNA
ENSMUSG00000074213	ENSMUSG00000074213.4	predicted gene 10642 [Source:MGI Symbol;Acc:MGI:3704338]	9	70563533	70565144	Gm10642	64.02	lncRNA
ENSMUSG00000101886	ENSMUSG00000101886.2	predicted gene 28324 [Source:MGI Symbol;Acc:MGI:5579030]	8	121729666	121729929	Gm28324	53.41	lncRNA
ENSMUSG00000112737	ENSMUSG00000112737.3	predicted gene 4898 [Source:MGI Symbol;Acc:MGI:3647354]	10	100161317	100162155	Gm4898	48.03	unprocessed_pseudogene
ENSMUSG00000104597	ENSMUSG00000104597.2	leucine rich repeat containing 7 [Source:MGI Symbol;Acc:MGI:2676665]	3	157772823	157781749	Lrrc7	40.73	lncRNA
ENSMUSG00000136605	ENSMUSG00000136605.1	predicted gene, 61877 [Source:MGI Symbol;Acc:MGI:7806745]	X	150585552	150586727	Gm61877	53.91	lncRNA
ENSMUSG00000112408	ENSMUSG00000112408.3	predicted gene 8701 [Source:MGI Symbol;Acc:MGI:3646142]	10	100166411	100167275	Gm8701	51.91	unprocessed_pseudogene
ENSMUSG00000042812	ENSMUSG00000042812.6	forkhead box F1 [Source:MGI Symbol;Acc:MGI:1347470]	8	121811125	121814883	Foxf1	54.54	protein_coding
ENSMUSG00000136609	ENSMUSG00000136609.1	predicted gene, 61878 [Source:MGI Symbol;Acc:MGI:7806747]	X	56226914	56231963	Gm61878	38.81	lncRNA
ENSMUSG00000112480	ENSMUSG00000112480.2	predicted gene 4310 [Source:MGI Symbol;Acc:MGI:3782491]	10	100207107	100207995	Gm4310	51.18	unprocessed_pseudogene
ENSMUSG00000027309	ENSMUSG00000027309.19	dynein axonemal assembly factor 9 [Source:MGI Symbol;Acc:MGI:1923029]	2	130548120	130748326	Dnaaf9	43.72	protein_coding
ENSMUSG00000054693	ENSMUSG00000054693.15	a disintegrin and metallopeptidase domain 10 [Source:MGI Symbol;Acc:MGI:109548]	9	70586279	70687511	Adam10	38.34	protein_coding
ENSMUSG00000136907	ENSMUSG00000136907.1	predicted gene, 61880 [Source:MGI Symbol;Acc:MGI:7806751]	X	19213292	19215593	Gm61880	42.22	lncRNA
ENSMUSG00000091101	ENSMUSG00000091101.3	Aly/REF export factor family member 5 [Source:MGI Symbol;Acc:MGI:3782482]	10	100176698	100177624	Alyreffm5	51.67	protein_coding
ENSMUSG00000136941	ENSMUSG00000136941.1	predicted gene, 61881 [Source:MGI Symbol;Acc:MGI:7806753]	X	81354486	81454872	Gm61881	36.47	lncRNA
ENSMUSG00000087428	ENSMUSG00000087428.3	predicted gene 15017 [Source:MGI Symbol;Acc:MGI:3841236]	X	134230478	134252476	Gm15017	40.42	lncRNA
ENSMUSG00000028176	ENSMUSG00000028176.14	leucine rich repeat containing 7 [Source:MGI Symbol;Acc:MGI:2676665]	3	157788528	158267858	Lrrc7	37.94	protein_coding
ENSMUSG00000112931	ENSMUSG00000112931.2	Aly/REF export factor family member 6 [Source:MGI Symbol;Acc:MGI:3782483]	10	100181834	100182743	Alyreffm6	51.43	protein_coding
ENSMUSG00000112856	ENSMUSG00000112856.2	Aly/REF export factor family member 7 [Source:MGI Symbol;Acc:MGI:3782485]	10	100186955	100187864	Alyreffm7	51.43	protein_coding
ENSMUSG00000096744	ENSMUSG00000096744.2	Aly/REF export factor family member 8 [Source:MGI Symbol;Acc:MGI:3782487]	10	100197200	100198109	Alyreffm8	51.43	protein_coding
ENSMUSG00002075068	ENSMUSG00002075068.1	predicted gene, 56049 [Source:MGI Symbol;Acc:MGI:6848557]	8	121811348	121811445	Gm56049	61.22	miRNA
ENSMUSG00000103301	ENSMUSG00000103301.2	predicted gene, 37804 [Source:MGI Symbol;Acc:MGI:5611032]	12	86115947	86116553	Gm37804	53.21	TEC
ENSMUSG00000114051	ENSMUSG00000114051.3	predicted gene, 48008 [Source:MGI Symbol;Acc:MGI:6097313]	12	86125418	86126684	Gm48008	54.93	lncRNA
ENSMUSG00000031816	ENSMUSG00000031816.16	methenyltetrahydrofolate synthetase domain containing [Source:MGI Symbol;Acc:MGI:2679252]	8	121818367	121835131	Mthfsd	53.90	protein_coding
ENSMUSG00000095673	ENSMUSG00000095673.3	Aly/REF export factor family member 12 [Source:MGI Symbol;Acc:MGI:3782489]	10	100202391	100203251	Alyreffm12	51.92	protein_coding
ENSMUSG00000096640	ENSMUSG00000096640.5	Aly/REF export factor family member 9 [Source:MGI Symbol;Acc:MGI:3782493]	10	100217532	100218392	Alyreffm9	51.92	protein_coding
ENSMUSG00000092867	ENSMUSG00000092867.3	microRNA 3058 [Source:MGI Symbol;Acc:MGI:4834226]	10	95395093	95395183	Mir3058	53.85	miRNA
ENSMUSG00002075187	ENSMUSG00002075187.1	predicted gene, 55210 [Source:MGI Symbol;Acc:MGI:6846893]	10	95439654	95439978	Gm55210	49.85	misc_RNA
ENSMUSG00000007867	ENSMUSG00000007867.10	intraflagellar transport 43 [Source:MGI Symbol;Acc:MGI:1923661]	12	86129315	86209233	Ift43	48.56	protein_coding
ENSMUSG00000112025	ENSMUSG00000112025.2	predicted gene, 47669 [Source:MGI Symbol;Acc:MGI:6096763]	10	95538913	95539324	Gm47669	44.90	processed_pseudogene
ENSMUSG00000111992	ENSMUSG00000111992.2	predicted gene, 47724 [Source:MGI Symbol;Acc:MGI:6096855]	10	95706345	95706661	Gm47724	42.27	processed_pseudogene
ENSMUSG00000077268	ENSMUSG00000077268.3	predicted gene, 24433 [Source:MGI Symbol;Acc:MGI:5454210]	10	95734465	95734597	Gm24433	53.38	snoRNA
ENSMUSG00000074780	ENSMUSG00000074780.4	anaphase promoting complex C subunit 15, pseudogene [Source:MGI Symbol;Acc:MGI:3646302]	10	95508853	95509251	Anapc15-ps	51.63	protein_coding
ENSMUSG00000136991	ENSMUSG00000136991.1	predicted gene, 61882 [Source:MGI Symbol;Acc:MGI:7806755]	X	81636462	81642685	Gm61882	39.32	lncRNA
ENSMUSG00000137054	ENSMUSG00000137054.1	predicted gene, 61883 [Source:MGI Symbol;Acc:MGI:7806757]	X	157477848	157492755	Gm61883	40.76	lncRNA
ENSMUSG00000020310	ENSMUSG00000020310.10	mucosal vascular addressin cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:103579]	10	79500393	79504371	Madcam1	51.85	protein_coding
ENSMUSG00000104217	ENSMUSG00000104217.2	predicted gene, 37988 [Source:MGI Symbol;Acc:MGI:5611216]	1	4878115	4956993	Gm37988	40.61	protein_coding
ENSMUSG00000086188	ENSMUSG00000086188.3	predicted gene 15169 [Source:MGI Symbol;Acc:MGI:3705215]	X	156540166	156581031	Gm15169	41.02	lncRNA
ENSMUSG00000137114	ENSMUSG00000137114.1	predicted gene, 61884 [Source:MGI Symbol;Acc:MGI:7806759]	X	134873822	134875128	Gm61884	44.61	lncRNA
ENSMUSG00000080729	ENSMUSG00000080729.2	predicted gene 8084 [Source:MGI Symbol;Acc:MGI:3645945]	1	107119205	107121287	Gm8084	34.09	unprocessed_pseudogene
ENSMUSG00000137115	ENSMUSG00000137115.1	predicted gene, 61885 [Source:MGI Symbol;Acc:MGI:7806761]	X	36708439	36712083	Gm61885	42.28	lncRNA
ENSMUSG00000137154	ENSMUSG00000137154.1	predicted gene, 61886 [Source:MGI Symbol;Acc:MGI:7806763]	X	86678522	86679528	Gm61886	40.71	lncRNA
ENSMUSG00000137210	ENSMUSG00000137210.1	predicted gene, 61887 [Source:MGI Symbol;Acc:MGI:7806765]	X	10282873	10308144	Gm61887	39.98	lncRNA
ENSMUSG00000137216	ENSMUSG00000137216.1	predicted gene, 61888 [Source:MGI Symbol;Acc:MGI:7806767]	X	137415776	137418834	Gm61888	35.21	lncRNA
ENSMUSG00000137299	ENSMUSG00000137299.1	predicted gene, 61889 [Source:MGI Symbol;Acc:MGI:7806769]	X	135019609	135040383	Gm61889	40.18	lncRNA
ENSMUSG00000081114	ENSMUSG00000081114.2	predicted gene 15390 [Source:MGI Symbol;Acc:MGI:3705482]	1	107181283	107182020	Gm15390	43.90	processed_pseudogene
ENSMUSG00000137318	ENSMUSG00000137318.1	predicted gene, 61890 [Source:MGI Symbol;Acc:MGI:7806771]	X	139438067	139438536	Gm61890	43.19	lncRNA
ENSMUSG00000073601	ENSMUSG00000073601.3	serine (or cysteine) peptidase inhibitor, clade B, member 3C [Source:MGI Symbol;Acc:MGI:1277952]	1	107198931	107206101	Serpinb3c	36.41	protein_coding
ENSMUSG00000087553	ENSMUSG00000087553.3	RIKEN cDNA 5730412P04 gene [Source:MGI Symbol;Acc:MGI:1917741]	X	135005342	135016188	5730412P04Rik	40.11	lncRNA
ENSMUSG00000090113	ENSMUSG00000090113.8	NHL repeat containing 4 [Source:MGI Symbol;Acc:MGI:3687200]	17	26161207	26163935	Nhlrc4	55.33	protein_coding
ENSMUSG00000020219	ENSMUSG00000020219.8	translocase of inner mitochondrial membrane 13 [Source:MGI Symbol;Acc:MGI:1353432]	10	80735284	80736803	Timm13	59.93	protein_coding
ENSMUSG00000025727	ENSMUSG00000025727.9	proline rich 35 [Source:MGI Symbol;Acc:MGI:2442713]	17	26165361	26171539	Prr35	56.61	protein_coding
ENSMUSG00000037326	ENSMUSG00000037326.11	calpain 15 [Source:MGI Symbol;Acc:MGI:1355075]	17	26177338	26204770	Capn15	51.12	protein_coding
ENSMUSG00000084189	ENSMUSG00000084189.2	predicted gene 8089 [Source:MGI Symbol;Acc:MGI:3642979]	1	107218071	107230084	Gm8089	37.83	unprocessed_pseudogene
ENSMUSG00000032207	ENSMUSG00000032207.11	lipase, hepatic [Source:MGI Symbol;Acc:MGI:96216]	9	70705410	70859508	Lipc	46.26	protein_coding
ENSMUSG00000062075	ENSMUSG00000062075.14	lamin B2 [Source:MGI Symbol;Acc:MGI:96796]	10	80737037	80754079	Lmnb2	55.65	protein_coding
ENSMUSG00000026393	ENSMUSG00000026393.11	NIMA (never in mitosis gene a)-related expressed kinase 7 [Source:MGI Symbol;Acc:MGI:1890645]	1	138410613	138547879	Nek7	40.81	protein_coding
ENSMUSG00000137473	ENSMUSG00000137473.1	predicted gene, 61891 [Source:MGI Symbol;Acc:MGI:7806773]	X	158964341	158975109	Gm61891	40.39	lncRNA
ENSMUSG00000120504	ENSMUSG00000120504.2	predicted gene, 56679 [Source:MGI Symbol;Acc:MGI:7337272]	X	100375624	100376151	Gm56679	53.41	lncRNA
ENSMUSG00000137560	ENSMUSG00000137560.1	novel transcript, antisense to Dusp21	X	17966414	18013381		39.40	lncRNA
ENSMUSG00000077347	ENSMUSG00000077347.4	predicted gene, 24671 [Source:MGI Symbol;Acc:MGI:5454448]	5	121494907	121495064	Gm24671	48.73	snRNA
ENSMUSG00000042726	ENSMUSG00000042726.15	TRAF type zinc finger domain containing 1 [Source:MGI Symbol;Acc:MGI:1923551]	5	121509788	121523695	Trafd1	50.16	protein_coding
ENSMUSG00002076933	ENSMUSG00002076933.1	predicted gene, 56238 [Source:MGI Symbol;Acc:MGI:6848934]	11	85384585	85384731	Gm56238	46.94	snRNA
ENSMUSG00000020715	ENSMUSG00000020715.10	endoplasmic reticulum to nucleus signalling 1 [Source:MGI Symbol;Acc:MGI:1930134]	11	106285476	106378678	Ern1	43.50	protein_coding
ENSMUSG00000045211	ENSMUSG00000045211.6	nudix hydrolase 18 [Source:MGI Symbol;Acc:MGI:2385853]	14	70815077	70820128	Nudt18	53.37	protein_coding
ENSMUSG00000137568	ENSMUSG00000137568.1	predicted gene, 61892 [Source:MGI Symbol;Acc:MGI:7806775]	X	7683677	7689049	Gm61892	52.15	lncRNA
ENSMUSG00000086244	ENSMUSG00000086244.3	RIKEN cDNA 4930558G05 gene [Source:MGI Symbol;Acc:MGI:1922524]	X	127952252	127967898	4930558G05Rik	35.43	lncRNA
ENSMUSG00000097543	ENSMUSG00000097543.3	predicted gene 805 [Source:MGI Symbol;Acc:MGI:2685651]	12	86216103	86241876	Gm805	48.76	lncRNA
ENSMUSG00002075566	ENSMUSG00002075566.1	predicted gene, 56015 [Source:MGI Symbol;Acc:MGI:6848489]	9	70706838	70706919	Gm56015	47.56	miRNA
ENSMUSG00000022095	ENSMUSG00000022095.10	FHF complex subunit HOOK interacting protein 2B [Source:MGI Symbol;Acc:MGI:3036290]	14	70820736	70837275	Fhip2b	51.58	protein_coding
ENSMUSG00000096160	ENSMUSG00000096160.3	predicted pseudogene 3436 [Source:MGI Symbol;Acc:MGI:3781613]	9	70759858	70760697	Gm3436	57.26	processed_pseudogene
ENSMUSG00000111631	ENSMUSG00000111631.2	predicted gene, 32017 [Source:MGI Symbol;Acc:MGI:5591176]	9	70837770	70841712	Gm32017	45.40	lncRNA
ENSMUSG00000137622	ENSMUSG00000137622.1	predicted gene, 61893 [Source:MGI Symbol;Acc:MGI:7806777]	X	151710782	151757011	Gm61893	39.74	lncRNA
ENSMUSG00000032204	ENSMUSG00000032204.14	aquaporin 9 [Source:MGI Symbol;Acc:MGI:1891066]	9	71017941	71075964	Aqp9	45.35	protein_coding
ENSMUSG00000141901	ENSMUSG00000141901.1	predicted gene, 32473 [Source:MGI Symbol;Acc:MGI:5591632]	12	86232079	86236793	Gm32473	51.05	lncRNA
ENSMUSG00000137643	ENSMUSG00000137643.1	predicted gene, 61894 [Source:MGI Symbol;Acc:MGI:7806779]	X	126771883	126781590	Gm61894	34.63	lncRNA
ENSMUSG00000137650	ENSMUSG00000137650.1	predicted gene, 61895 [Source:MGI Symbol;Acc:MGI:7806781]	X	149280512	149305105	Gm61895	40.10	lncRNA
ENSMUSG00000085808	ENSMUSG00000085808.3	predicted gene 14718 [Source:MGI Symbol;Acc:MGI:3705113]	X	56245895	56249841	Gm14718	40.69	lncRNA
ENSMUSG00000137659	ENSMUSG00000137659.1	predicted gene, 61896 [Source:MGI Symbol;Acc:MGI:7806783]	X	151756386	151774475	Gm61896	43.49	lncRNA
ENSMUSG00000137668	ENSMUSG00000137668.1	predicted gene, 36547 [Source:MGI Symbol;Acc:MGI:5595706]	X	165602745	165607167	Gm36547	37.10	lncRNA
ENSMUSG00000137735	ENSMUSG00000137735.1	predicted gene, 61897 [Source:MGI Symbol;Acc:MGI:7806785]	X	112768893	112772882	Gm61897	40.25	lncRNA
ENSMUSG00000137796	ENSMUSG00000137796.1	predicted gene, 61898 [Source:MGI Symbol;Acc:MGI:7806787]	X	139272190	139292512	Gm61898	42.18	lncRNA
ENSMUSG00000137858	ENSMUSG00000137858.1	predicted gene, 61899 [Source:MGI Symbol;Acc:MGI:7806789]	X	54856870	54858896	Gm61899	40.90	lncRNA
ENSMUSG00000137868	ENSMUSG00000137868.1	predicted gene, 61900 [Source:MGI Symbol;Acc:MGI:7806791]	X	139294088	139294647	Gm61900	41.07	lncRNA
ENSMUSG00000123196	ENSMUSG00000123196.1	predicted gene, 59427 [Source:MGI Symbol;Acc:MGI:7801923]	12	86246760	86261458	Gm59427	47.42	lncRNA
ENSMUSG00000137944	ENSMUSG00000137944.1	predicted gene, 61901 [Source:MGI Symbol;Acc:MGI:7806793]	X	36631628	36633256	Gm61901	40.02	lncRNA
ENSMUSG00000120595	ENSMUSG00000120595.2	predicted gene, 40481 [Source:MGI Symbol;Acc:MGI:5623366]	12	86263110	86294488	Gm40481	45.24	lncRNA
ENSMUSG00000137992	ENSMUSG00000137992.1	predicted gene, 39503 [Source:MGI Symbol;Acc:MGI:5622388]	X	36432532	36436743	Gm39503	44.56	lncRNA
ENSMUSG00000087644	ENSMUSG00000087644.3	predicted gene 14703 [Source:MGI Symbol;Acc:MGI:3705165]	X	7517345	7523502	Gm14703	49.06	lncRNA
ENSMUSG00000138115	ENSMUSG00000138115.1	predicted gene, 61902 [Source:MGI Symbol;Acc:MGI:7806795]	X	157868216	157929646	Gm61902	40.43	lncRNA
ENSMUSG00000122154	ENSMUSG00000122154.1	predicted gene, 61645 [Source:MGI Symbol;Acc:MGI:7806296]	13	76448358	76448823	Gm61645	46.14	lncRNA
ENSMUSG00000138154	ENSMUSG00000138154.1	predicted gene, 52430 [Source:MGI Symbol;Acc:MGI:6366638]	X	150982491	150985264	Gm52430	47.58	lncRNA
ENSMUSG00000099510	ENSMUSG00000099510.3	predicted gene 28501 [Source:MGI Symbol;Acc:MGI:5579207]	1	138443353	138477747	Gm28501	39.96	lncRNA
ENSMUSG00000126448	ENSMUSG00000126448.1	predicted gene, 61647 [Source:MGI Symbol;Acc:MGI:7806300]	13	95409277	95410905	Gm61647	46.65	lncRNA
ENSMUSG00000138171	ENSMUSG00000138171.1	predicted gene, 61904 [Source:MGI Symbol;Acc:MGI:7806799]	X	36922955	36923607	Gm61904	47.17	lncRNA
ENSMUSG00000131461	ENSMUSG00000131461.1	predicted gene, 61648 [Source:MGI Symbol;Acc:MGI:7806302]	13	65738192	65739646	Gm61648	51.27	lncRNA
ENSMUSG00000138206	ENSMUSG00000138206.1	predicted gene, 61905 [Source:MGI Symbol;Acc:MGI:7806801]	X	75115975	75121230	Gm61905	39.80	lncRNA
ENSMUSG00000026327	ENSMUSG00000026327.9	serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 11 [Source:MGI Symbol;Acc:MGI:1914207]	1	107288928	107308205	Serpinb11	40.55	protein_coding
ENSMUSG00000021254	ENSMUSG00000021254.10	G patch domain containing 2 like [Source:MGI Symbol;Acc:MGI:1917623]	12	86288632	86338558	Gpatch2l	44.48	protein_coding
ENSMUSG00000089759	ENSMUSG00000089759.9	RIKEN cDNA 3632454L22 gene [Source:MGI Symbol;Acc:MGI:2444359]	X	133923435	133961092	3632454L22Rik	47.48	lncRNA
ENSMUSG00000131680	ENSMUSG00000131680.1	predicted gene, 61649 [Source:MGI Symbol;Acc:MGI:7806304]	13	65563101	65859982	Gm61649	40.39	lncRNA
ENSMUSG00000133326	ENSMUSG00000133326.1	novel transcript, sense overlapping RP23-471F12.1	13	66870031	66901085		41.27	lncRNA
ENSMUSG00000134426	ENSMUSG00000134426.1	predicted gene, 36549 [Source:MGI Symbol;Acc:MGI:5595708]	13	34331407	34339017	Gm36549	47.41	lncRNA
ENSMUSG00000144242	ENSMUSG00000144242.1	novel protein	16	32462847	32463713		74.97	protein_coding
ENSMUSG00000129721	ENSMUSG00000129721.1	predicted gene, 60155 [Source:MGI Symbol;Acc:MGI:7803363]	16	3342780	3359879	Gm60155	38.99	lncRNA
ENSMUSG00000138300	ENSMUSG00000138300.1	predicted gene, 61906 [Source:MGI Symbol;Acc:MGI:7806803]	X	10965106	10965707	Gm61906	51.16	lncRNA
ENSMUSG00000140066	ENSMUSG00000140066.1	predicted gene, 40946 [Source:MGI Symbol;Acc:MGI:5623831]	13	50584558	50621225	Gm40946	43.38	lncRNA
ENSMUSG00000022099	ENSMUSG00000022099.19	dematin actin binding protein [Source:MGI Symbol;Acc:MGI:99670]	14	70838703	70873418	Dmtn	50.86	protein_coding
ENSMUSG00000129679	ENSMUSG00000129679.1	predicted gene, 61615 [Source:MGI Symbol;Acc:MGI:7806254]	16	3353708	3460710	Gm61615	39.70	lncRNA
ENSMUSG00000138314	ENSMUSG00000138314.1	FMRP translational regulator 1, opposite strand [Source:MGI Symbol;Acc:MGI:3642368]	X	67629250	67722052	Fmr1os	39.30	lncRNA
ENSMUSG00000120757	ENSMUSG00000120757.2	predicted gene, 56682 [Source:MGI Symbol;Acc:MGI:7337278]	X	133909579	133923384	Gm56682	39.58	lncRNA
ENSMUSG00000143055	ENSMUSG00000143055.1	predicted gene, 61651 [Source:MGI Symbol;Acc:MGI:7806308]	13	69690928	69702266	Gm61651	44.58	lncRNA
ENSMUSG00000102651	ENSMUSG00000102651.2	predicted gene, 37080 [Source:MGI Symbol;Acc:MGI:5610308]	1	138480043	138482446	Gm37080	42.76	TEC
ENSMUSG00000102448	ENSMUSG00000102448.2	predicted gene, 37101 [Source:MGI Symbol;Acc:MGI:5610329]	1	138495435	138499094	Gm37101	40.27	TEC
ENSMUSG00000143801	ENSMUSG00000143801.1	predicted gene, 61652 [Source:MGI Symbol;Acc:MGI:7806310]	13	29126615	29145134	Gm61652	47.94	lncRNA
ENSMUSG00000086948	ENSMUSG00000086948.3	predicted gene 14697 [Source:MGI Symbol;Acc:MGI:3705281]	X	48421286	48569271	Gm14697	40.57	lncRNA
ENSMUSG00000015312	ENSMUSG00000015312.10	growth arrest and DNA-damage-inducible 45 beta [Source:MGI Symbol;Acc:MGI:107776]	10	80765907	80768038	Gadd45b	57.83	protein_coding
ENSMUSG00000079588	ENSMUSG00000079588.4	transmembrane protein 182 [Source:MGI Symbol;Acc:MGI:1923725]	1	40844761	40896047	Tmem182	42.57	protein_coding
ENSMUSG00000138511	ENSMUSG00000138511.1	predicted gene, 31155 [Source:MGI Symbol;Acc:MGI:5590314]	X	98588927	98606235	Gm31155	48.16	lncRNA
ENSMUSG00000138526	ENSMUSG00000138526.1	predicted gene, 36289 [Source:MGI Symbol;Acc:MGI:5595448]	X	55765434	55768391	Gm36289	43.75	lncRNA
ENSMUSG00000138537	ENSMUSG00000138537.1	predicted gene, 61908 [Source:MGI Symbol;Acc:MGI:7806807]	X	20552862	20553903	Gm61908	43.67	lncRNA
ENSMUSG00000138563	ENSMUSG00000138563.1	predicted gene, 61909 [Source:MGI Symbol;Acc:MGI:7806809]	X	66993646	66994405	Gm61909	43.55	lncRNA
ENSMUSG00000065126	ENSMUSG00000065126.3	small nucleolar RNA, C/D box 104 [Source:MGI Symbol;Acc:MGI:3819515]	11	106391819	106391888	Snord104	51.43	snoRNA
ENSMUSG00002076990	ENSMUSG00002076990.1	predicted gene, 22711 [Source:MGI Symbol;Acc:MGI:5452488]	11	106392069	106392203	Gm22711	66.67	snoRNA
ENSMUSG00000080540	ENSMUSG00000080540.4	predicted gene, 22711 [Source:MGI Symbol;Acc:MGI:5452488]	11	106392071	106392203	Gm22711	66.92	snoRNA
ENSMUSG00000086676	ENSMUSG00000086676.4	predicted gene 14705 [Source:MGI Symbol;Acc:MGI:3705152]	X	68384130	68404985	Gm14705	40.37	lncRNA
ENSMUSG00000034329	ENSMUSG00000034329.17	BRCA1 interacting protein C-terminal helicase 1 [Source:MGI Symbol;Acc:MGI:2442836]	11	85948964	86092019	Brip1	39.34	protein_coding
ENSMUSG00000114053	ENSMUSG00000114053.4	predicted gene, 35330 [Source:MGI Symbol;Acc:MGI:5594489]	13	5589278	5895844	Gm35330	38.79	lncRNA
ENSMUSG00000058159	ENSMUSG00000058159.15	brachyury 2 [Source:MGI Symbol;Acc:MGI:104658]	17	8574824	8642345	T2	47.36	protein_coding
ENSMUSG00000048240	ENSMUSG00000048240.16	guanine nucleotide binding protein (G protein), gamma 7 [Source:MGI Symbol;Acc:MGI:95787]	10	80784458	80850779	Gng7	51.33	protein_coding
ENSMUSG00000129797	ENSMUSG00000129797.1	predicted gene, 60163 [Source:MGI Symbol;Acc:MGI:7803379]	16	3434692	3437486	Gm60163	43.79	lncRNA
ENSMUSG00000129763	ENSMUSG00000129763.1	RIKEN cDNA 6720473M11 gene [Source:MGI Symbol;Acc:MGI:1925150]	16	3442899	3451116	6720473M11Rik	43.85	lncRNA
ENSMUSG00000111618	ENSMUSG00000111618.2	predicted gene, 47268 [Source:MGI Symbol;Acc:MGI:6096105]	9	71034124	71034826	Gm47268	45.80	processed_pseudogene
ENSMUSG00000135964	ENSMUSG00000135964.1	predicted gene, 60725 [Source:MGI Symbol;Acc:MGI:7804495]	16	3556046	3561874	Gm60725	46.03	lncRNA
ENSMUSG00000013584	ENSMUSG00000013584.6	aldehyde dehydrogenase family 1, subfamily A2 [Source:MGI Symbol;Acc:MGI:107928]	9	71123071	71203525	Aldh1a2	42.11	protein_coding
ENSMUSG00000131945	ENSMUSG00000131945.1	predicted gene, 60411 [Source:MGI Symbol;Acc:MGI:7803873]	16	3725680	3726041	Gm60411	41.16	lncRNA
ENSMUSG00000138609	ENSMUSG00000138609.1	predicted gene, 61910 [Source:MGI Symbol;Acc:MGI:7806811]	X	47159228	47232654	Gm61910	45.13	lncRNA
ENSMUSG00000116528	ENSMUSG00000116528.2	predicted gene, 49508 [Source:MGI Symbol;Acc:MGI:6155198]	16	3339636	3339963	Gm49508	43.60	processed_pseudogene
ENSMUSG00000116300	ENSMUSG00000116300.2	predicted gene, 49509 [Source:MGI Symbol;Acc:MGI:6155199]	16	3348876	3349155	Gm49509	45.71	processed_pseudogene
ENSMUSG00000094136	ENSMUSG00000094136.3	predicted gene 5973 [Source:MGI Symbol;Acc:MGI:3646541]	1	40902897	40903392	Gm5973	46.77	processed_pseudogene
ENSMUSG00000138637	ENSMUSG00000138637.1	predicted gene, 61911 [Source:MGI Symbol;Acc:MGI:7806813]	X	143883073	143883898	Gm61911	41.16	lncRNA
ENSMUSG00000100459	ENSMUSG00000100459.7	predicted gene 5833 [Source:MGI Symbol;Acc:MGI:3779530]	1	138567833	138609815	Gm5833	40.36	lncRNA
ENSMUSG00000116007	ENSMUSG00000116007.2	predicted gene 4116 [Source:MGI Symbol;Acc:MGI:3782292]	16	3352255	3352689	Gm4116	51.72	processed_pseudogene
ENSMUSG00000138640	ENSMUSG00000138640.1	predicted gene, 61912 [Source:MGI Symbol;Acc:MGI:7806815]	X	114935916	114938489	Gm61912	43.16	lncRNA
ENSMUSG00000138672	ENSMUSG00000138672.1	predicted gene, 61914 [Source:MGI Symbol;Acc:MGI:7806819]	X	144287673	144289190	Gm61914	54.55	lncRNA
ENSMUSG00000088225	ENSMUSG00000088225.3	predicted gene, 22598 [Source:MGI Symbol;Acc:MGI:5452375]	16	3353349	3353475	Gm22598	32.28	snoRNA
